162.25,-59.953,-576.65
162.25,-59.953,-577.65
162.75,-60.453,-577.65
162.75,-60.453,-578.65
162.75,-60.453,-579.65
162.75,-60.453,-580.65
162.75,-60.453,-581.65
162.75,-60.453,-582.65
162.75,-60.453,-583.65
162.75,-60.453,-584.65
162.75,-60.453,-585.65
163.25,-60.953,-577.65
163.25,-60.953,-578.65
163.25,-60.953,-579.65
163.25,-60.953,-580.65
163.25,-60.953,-581.65
163.25,-60.953,-582.65
163.25,-60.953,-583.65
163.25,-60.953,-584.65
163.25,-60.953,-585.65
163.75,-61.453,-578.65
163.75,-61.453,-579.65
163.75,-61.453,-580.65
163.75,-61.453,-581.65
163.75,-61.453,-582.65
163.75,-61.453,-583.65
163.75,-61.453,-584.65
163.75,-61.453,-585.65
164.25,-61.953,-576.65
164.25,-61.953,-578.65
164.25,-61.953,-579.65
164.25,-61.953,-580.65
164.25,-61.953,-581.65
164.25,-61.953,-582.65
164.25,-61.953,-583.65
164.25,-61.953,-584.65
164.25,-61.953,-585.65
164.75,-62.453,-576.65
164.75,-62.453,-577.65
164.75,-62.453,-578.65
164.75,-62.453,-579.65
164.75,-62.453,-580.65
164.75,-62.453,-581.65
164.75,-62.453,-582.65
164.75,-62.453,-583.65
164.75,-62.453,-584.65
164.75,-62.453,-585.65
165.25,-62.953,-576.65
165.25,-62.953,-577.65
165.25,-62.953,-578.65
165.25,-62.953,-579.65
165.25,-62.953,-580.65
165.25,-62.953,-581.65
165.25,-62.953,-582.65
165.25,-62.953,-583.65
165.25,-62.953,-584.65
165.25,-62.953,-585.65
165.75,-63.453,-576.65
165.75,-63.453,-577.65
165.75,-63.453,-578.65
165.75,-63.453,-579.65
165.75,-63.453,-580.65
165.75,-63.453,-581.65
165.75,-63.453,-582.65
165.75,-63.453,-583.65
165.75,-63.453,-584.65
165.75,-63.453,-585.65
165.75,-63.453,-586.65
165.75,-63.453,-587.65
166.25,-63.953,-576.65
166.25,-63.953,-577.65
166.25,-63.953,-578.65
166.25,-63.953,-579.65
166.25,-63.953,-580.65
166.25,-63.953,-581.65
166.25,-63.953,-582.65
166.25,-63.953,-583.65
166.25,-63.953,-584.65
166.25,-63.953,-585.65
166.25,-63.953,-586.65
166.25,-63.953,-588.65
166.75,-64.453,-576.65
166.75,-64.453,-577.65
166.75,-64.453,-578.65
166.75,-64.453,-579.65
166.75,-64.453,-580.65
166.75,-64.453,-581.65
166.75,-64.453,-582.65
166.75,-64.453,-583.65
166.75,-64.453,-584.65
166.75,-64.453,-585.65
166.75,-64.453,-586.65
166.75,-64.453,-587.65
167.25,-64.953,-576.65
167.25,-64.953,-577.65
167.25,-64.953,-578.65
167.25,-64.953,-579.65
167.25,-64.953,-580.65
167.25,-64.953,-581.65
167.25,-64.953,-582.65
167.25,-64.953,-583.65
167.25,-64.953,-584.65
167.25,-64.953,-585.65
167.25,-64.953,-586.65
167.25,-64.953,-587.65
167.25,-64.953,-588.65
167.75,-65.453,-576.65
167.75,-65.453,-577.65
167.75,-65.453,-578.65
167.75,-65.453,-579.65
167.75,-65.453,-580.65
167.75,-65.453,-581.65
167.75,-65.453,-582.65
167.75,-65.453,-583.65
167.75,-65.453,-584.65
167.75,-65.453,-585.65
167.75,-65.453,-586.65
167.75,-65.453,-587.65
167.75,-65.453,-588.65
168.25,-65.953,-576.65
168.25,-65.953,-577.65
168.25,-65.953,-578.65
168.25,-65.953,-579.65
168.25,-65.953,-580.65
168.25,-65.953,-581.65
168.25,-65.953,-582.65
168.25,-65.953,-583.65
168.25,-65.953,-584.65
168.25,-65.953,-585.65
168.25,-65.953,-586.65
168.25,-65.953,-587.65
168.25,-65.953,-588.65
168.25,-65.953,-589.65
168.25,-65.953,-590.65
168.75,-66.453,-576.65
168.75,-66.453,-577.65
168.75,-66.453,-578.65
168.75,-66.453,-579.65
168.75,-66.453,-580.65
168.75,-66.453,-581.65
168.75,-66.453,-582.65
168.75,-66.453,-583.65
168.75,-66.453,-584.65
168.75,-66.453,-585.65
168.75,-66.453,-586.65
168.75,-66.453,-587.65
168.75,-66.453,-588.65
169.25,-66.953,-576.65
169.25,-66.953,-577.65
169.25,-66.953,-578.65
169.25,-66.953,-579.65
169.25,-66.953,-580.65
169.25,-66.953,-581.65
169.25,-66.953,-582.65
169.25,-66.953,-583.65
169.25,-66.953,-584.65
169.25,-66.953,-585.65
169.25,-66.953,-586.65
169.25,-66.953,-587.65
169.75,-67.453,-578.65
169.75,-67.453,-579.65
169.75,-67.453,-580.65
169.75,-67.453,-581.65
169.75,-67.453,-582.65
169.75,-67.453,-583.65
170.25,-67.953,-580.65
